date,KOSPI_rebased,EEM_rebased,foreign_netbuy,kospi_ret,eem_ret,korea_alpha,dxy_chg,fed_net_liquidity
2026-01-28,165.7624423940231,127.8410065184558,4008.0,0.016905112104901754,0.006794811659930566,0.010110300444971188,0.0023903110020913054,5663423.0
2026-01-29,167.37941300152312,127.18865257246246,-14897.0,0.009754746516441815,-0.005102853644219141,0.014857600160660955,-0.001762552351728508,5661674.0
2026-01-30,167.4791069618833,124.3687815504324,-19729.0,0.0005956166207805591,-0.022170775183136038,0.022766391803916597,0.007374315470237702,5654897.0
2026-02-02,158.6732767200828,124.74757031561992,-25168.0,-0.052578679224774216,0.0030456900877002813,-0.0556243693124745,0.006392440047817027,5654111.0
2026-02-03,169.52180787773256,125.42096897848964,7038.0,0.0683702472268708,0.005398090409023171,0.06297215681784762,-0.0017416060637468478,5662741.0
2026-02-04,172.18320929243507,123.73747232131538,-9413.0,0.01569946337890671,-0.013422768703556742,0.02912223208246345,0.001847293726044974,5694722.0
2026-02-05,165.5303397022001,123.16928917353412,-50108.0,-0.03863831797289696,-0.004591843821618147,-0.034046474151278816,0.002048729180651243,5695388.0
2026-02-06,163.14432152577936,126.41003032521108,-33233.0,-0.014414385790020967,0.026311275914818966,-0.04072566170483993,-0.0019423680433350299,5694025.0
2026-02-09,169.84109778249422,127.33595752130353,4320.0,0.04104817252653592,0.0073247921364336666,0.03372338039010225,-0.008296605360862852,5695830.0
2026-02-10,169.9581039614379,127.52535190389732,1474.0,0.000688915583279659,0.001487359786508824,-0.000798444203229165,-0.00020653421947380846,5695689.0
2026-02-11,171.65074117348823,129.54555596179964,8461.0,0.00995914388662733,0.015841587792086553,-0.005882443905459223,0.0003099047350323403,5706028.0
2026-02-12,177.0293156437731,128.07249033480224,29954.0,0.031334408657453405,-0.011371024008201225,0.04270543266565463,0.001032722010019027,5704232.0
2026-02-13,176.54011241828448,128.61962876570718,-9220.0,-0.0027634023422029586,0.004272099570131305,-0.007035501912334263,-0.000515867652949531,5706699.0
2026-02-16,,,,,,,,5706699.0
2026-02-17,,128.09353505167857,,,,,,5706635.0
2026-02-18,,128.76693371454826,,,0.005257085477405221,,0.005557773423010115,5699812.0
2026-02-19,181.99756235822784,128.45127909998976,-9396.0,,-0.002451363913489102,,0.0023541797760282535,5700036.0
2026-02-20,186.2060437330747,131.18697125451448,-7420.0,0.023123833749834954,0.021297508080049266,0.0018263256697856889,-0.0013274507608789232,5700172.0
2026-02-23,187.41011949265803,129.7349503443934,-11132.0,0.00646636239857723,-0.011068331681383214,0.017534694079960444,-0.0010225572637525548,5699791.0
2026-02-24,191.3708138691533,131.77619911917208,-2013.0,0.02113383411321279,0.015733992801168606,0.005399841312044185,0.0018423777973208821,5699751.0
2026-02-25,195.0323950585669,133.22822002929314,-13082.0,0.019133435843132984,0.011018840426623155,0.008114595416509829,-0.0018389896835583341,5725026.0
2026-02-26,202.19433153196,131.96559350176585,-21135.0,0.03672177881650063,-0.00947717028156414,0.04619894909806477,0.0009212279436694448,5722389.0
2026-02-27,200.1702263807375,131.69202832096002,-70528.0,-0.010010691871955468,-0.002073003830367126,-0.007937688041588342,-0.0018406821095263703,5709867.0
2026-03-02,,129.41929572983491,,,-0.017257935959388626,,0.007888501570040285,5725558.0
2026-03-03,185.6732625541173,122.93780535718766,-51487.0,,-0.050081329341935765,,0.00681038643062748,5724982.0
2026-03-04,163.2853707135334,124.26356603534398,2303.0,-0.12057682152301596,0.010783994998970536,-0.1313608165219865,-0.002826919738155631,5795964.0
2026-03-05,179.00500606436373,121.2753534168898,-1446.0,0.09627093524752262,-0.024047375379556257,0.12031831062707887,0.005568523544102311,5794048.0
2026-03-06,179.03610857641203,120.62299140160316,-19418.0,0.0001737521912494877,-0.0053791804922151965,0.005552932683464684,-0.0033226120828502292,5795329.0
2026-03-09,168.36101266460793,123.00093950781668,-31735.0,-0.059625379464992134,0.01971388769738236,-0.0793392671623745,0.0019194105011270945,5796509.0
2026-03-10,177.3601418099236,123.4849437880926,10283.0,0.053451384040097416,0.003934964092247251,0.049516419947850165,-0.0035289218899391406,5796563.0
2026-03-11,179.8401092955109,123.8006064719444,-2563.0,0.013982665215982237,0.002556284792043062,0.011426380423939175,0.004047369406738444,5807606.0
2026-03-12,178.9841719206615,119.8443691543518,-23831.0,-0.0047594353573423565,-0.03195652614584865,0.027197090788506295,0.005139519193619879,5808021.0
2026-03-13,175.90635373292366,119.52871453979328,-14502.0,-0.01719603557515781,-0.002633871051145986,-0.014562164524011822,0.006216189691811369,5807731.0
2026-03-16,177.91345972557315,122.8536345589756,-8485.0,0.011410082410649336,0.027816914387340796,-0.01640683197669146,-0.0064766991024894915,5807576.0
2026-03-17,180.8188131534981,123.6322487369337,-1740.0,0.016330149682920903,0.006337738242366164,0.009992411440554738,-0.0013037534310661458,5807361.0
2026-03-18,189.9407244349521,121.12804846804872,8802.0,0.05044779977463065,-0.020255235138636363,0.07070303491326702,0.005121455085943749,5802189.0
2026-03-19,184.753539202118,121.25430063072018,-18760.0,-0.027309494834587222,0.0010423032837414414,-0.028351798118328664,-0.008592197146793823,5802250.0
2026-03-20,185.3299296405453,117.08763228295072,-12402.0,0.003119780226762847,-0.034363056205808595,0.03748283643257144,0.004232572354498032,5802065.0
2026-03-23,173.29399316887404,120.6019466847268,-36751.0,-0.06494329596420512,0.030014394631223684,-0.0949576905954288,-0.0070246318807623,5802030.0
2026-03-24,178.04392748497057,118.93948667513564,-19863.0,0.0274096881792536,-0.013784686361133947,0.041194374540387546,0.0048509688907283355,5801764.0
2026-03-25,180.8742717343673,120.83342243177997,-12895.0,0.015896887298420648,0.015923523882504176,-2.6636584083528092e-05,0.0017097271288699645,5782307.0
2026-03-26,175.04784926598776,116.72989630393285,-29370.0,-0.032212555232489226,-0.03396019118935334,0.001747635956864113,0.00301207887905508,5782199.0
2026-03-27,174.3557361946601,116.16171315615156,-34286.0,-0.00395385075697785,-0.004867503234149084,0.000913652477171234,0.002502502464279077,5782092.0
2026-03-30,169.17622093208453,115.21474124318276,-20945.0,-0.029706595123391133,-0.008152186182858956,-0.021554408940532177,0.003594614127475193,5782332.0
2026-03-31,161.9684524731467,119.50766982291694,-38386.0,-0.042605092011313905,0.037260237131228946,-0.07986532914254285,-0.005472122575545857,5767302.0
2026-04-01,175.6325827536962,120.4335970190094,-6411.0,0.08436291186282063,0.007747847460037205,0.07661506440278343,-0.0031012161007702987,5825519.0
2026-04-02,167.78974075735323,119.08679162397677,-1368.0,-0.04465482357189754,-0.011182970768697342,-0.0334718528032002,0.0038133190928180127,5827299.0
2026-04-03,172.38195544013382,,8035.0,0.02736886452087406,,,,5827299.0
2026-04-06,174.7231121170425,120.1810765550799,-1596.0,0.013581216612441382,,,,5827399.0
2026-04-07,176.14805171407008,120.6019466847268,3704.0,0.00815541561595512,0.00350196671315417,0.00465344890280095,-0.0034007197026322267,5812281.0
2026-04-08,188.25162480102105,127.18865257246246,19089.0,0.068712500474305,0.05461525347475815,0.014097246999546842,-0.005118447805645632,5945318.0
2026-04-09,185.22765293509804,126.8519532410276,18476.0,-0.016063456924312103,-0.0026472434814341916,-0.013416213442877911,-0.003127182156590358,5945093.0
2026-04-10,187.81982112846703,127.44118110568525,10641.0,0.013994498943833644,0.004645004271538911,0.009349494672294734,-0.0017202810106283772,5944988.0
2026-04-13,186.2089395381723,128.5144132506188,-4579.0,-0.008576739029013014,0.00842139201490566,-0.016998131043918674,-0.0028383048653416454,5945268.0
2026-04-14,191.310221104111,130.97654022433764,8276.0,0.027395470800653632,0.019158372290253745,0.008237098510399887,-0.0025414251603107507,5945189.0
2026-04-15,195.2737956327033,130.8923613568323,4973.0,0.020718048966319014,-0.0006427018713517363,0.02136075083767075,-0.0006115489839850774,5954119.0
2026-04-16,199.59062707720207,131.4184550708609,4814.0,0.022106557771931934,0.004019285071910295,0.01808727270002164,0.001631691475555641,5954184.0
2026-04-17,198.49651364632496,133.9226634090392,-19974.0,-0.00548178763150986,0.019055225819143873,-0.024537013450653733,-0.0012217750467380384,5954205.0
2026-04-20,199.3675092076819,132.9546548484873,-2338.0,0.00438796402695929,-0.0072281161075423705,0.01161608013450166,-0.0005096373408862709,5953839.0
2026-04-21,204.79739421369612,130.9975768719207,11565.0,0.027235556222744206,-0.014719890618322906,0.04195544684106711,0.003671602235050919,5953535.0
2026-04-22,205.74180234752745,133.37552497813425,-6762.0,0.004611426514762318,0.018152611391724527,-0.013541184876962209,0.0018290079167078144,5700913.0
2026-04-23,207.59727772406623,131.2080159713908,-820.0,0.00901846564659059,-0.016251175072029,0.02526964071861959,0.0021301016499426506,5701337.0
2026-04-24,207.59150176687157,134.13310250850927,-19496.0,-2.7822894683393606e-05,0.02229350482485959,-0.022321327719542983,-0.002935231847871478,5701369.0
2026-04-27,212.06029254049216,133.9226634090392,8563.0,0.021526848332351856,-0.0015688826660573696,0.023095730998409225,-0.000304525212124207,5701088.0
2026-04-28,212.8934704525744,132.55482136642348,-1843.0,0.003928967097520886,-0.010213671142709546,0.014142638240230432,0.001421602202236194,5700808.0
2026-04-29,214.49248706846927,131.92350406801316,-6071.0,0.007510876742699679,-0.004762688311918395,0.012273565054618074,0.00304193281290166,5717274.0
2026-04-30,211.54225648803177,134.65920429183114,-14559.0,-0.013754470474743319,0.020737019101672693,-0.03449148957641601,-0.008491673609374972,5709760.0
2026-05-01,,134.95380612022004,,,0.0021877585712628544,,0.0013254205851453982,5717414.0
2026-05-04,222.3814897633681,134.89067196959104,29308.0,,-0.0004678204523759222,,0.0026474100260081013,5717403.0
2026-05-05,,137.6263802627023,,,0.02028093012782972,,0.00010157546568989595,5716899.0
2026-05-06,236.72939006596408,142.0245162882316,31085.0,,0.0319570711453292,,-0.004671067203358303,5830111.0
2026-05-07,240.111111258945,140.13057246229403,-66987.0,0.014285176809007982,-0.01333533023336575,0.027620507042373732,0.002346494233938179,5830971.0
2026-05-08,240.36597341353516,142.97149627049367,-52967.0,0.0010614342387316178,0.0202734047130515,-0.019211970474319884,-0.004173065263199716,5830957.0
2026-05-11,250.7602544958744,142.866272686112,-28147.0,0.04324356286676445,-0.000735975961128732,0.04397953882789318,0.0010221392810587648,5830611.0
